step time inner_iter continuity_l2 mom_u_l2 mom_v_l2
3160 3.079949e+00 1 1.065074e-05 1.649476e-11 8.785313e-16
3170 3.089188e+00 1 1.067012e-05 1.633247e-11 8.780715e-16
3180 3.098423e+00 1 1.068979e-05 1.607154e-11 8.776189e-16
3190 3.107654e+00 1 1.070970e-05 1.581526e-11 8.771835e-16
3200 3.116882e+00 1 1.072982e-05 1.556354e-11 8.767644e-16
3210 3.126106e+00 1 1.075013e-05 1.531628e-11 8.763613e-16
3220 3.135327e+00 1 1.077061e-05 1.507341e-11 8.759735e-16
3230 3.144543e+00 1 1.079122e-05 1.483485e-11 8.756006e-16
3240 3.153756e+00 1 1.081195e-05 1.460050e-11 8.752421e-16
3250 3.162966e+00 1 1.083277e-05 1.437031e-11 8.748975e-16
3260 3.172171e+00 1 1.085367e-05 1.414417e-11 8.745664e-16
3270 3.181374e+00 1 1.087463e-05 1.392204e-11 8.742484e-16
3280 3.190572e+00 1 1.089562e-05 1.370381e-11 8.739430e-16
3290 3.199767e+00 1 1.091663e-05 1.348944e-11 8.736500e-16
3300 3.208958e+00 1 1.093774e-05 1.606839e-11 8.734349e-16
3310 3.218145e+00 1 1.095856e-05 1.581935e-11 8.731563e-16
3320 3.227329e+00 1 1.097946e-05 1.557462e-11 8.728899e-16
3330 3.236509e+00 1 1.100033e-05 1.533412e-11 8.726353e-16
3340 3.245686e+00 1 1.102116e-05 1.509777e-11 8.723923e-16
3350 3.254859e+00 1 1.104194e-05 1.486550e-11 8.721604e-16
3360 3.264028e+00 1 1.106265e-05 1.463723e-11 8.719394e-16
3370 3.273194e+00 1 1.108328e-05 1.441289e-11 8.717289e-16
3380 3.282356e+00 1 1.110382e-05 1.419241e-11 8.715287e-16
3390 3.291514e+00 1 1.112425e-05 1.397571e-11 8.713385e-16
3400 3.300669e+00 1 1.114457e-05 1.376274e-11 8.711580e-16
3410 3.309820e+00 1 1.116478e-05 1.355342e-11 8.709870e-16
3420 3.318968e+00 1 1.118485e-05 1.334769e-11 8.708252e-16
3430 3.328112e+00 1 1.120480e-05 1.336635e-11 8.706726e-16
3440 3.337252e+00 1 1.122458e-05 1.316435e-11 8.705284e-16
3450 3.346389e+00 1 1.124421e-05 1.296579e-11 8.703929e-16
3460 3.355522e+00 1 1.126370e-05 1.277062e-11 8.702658e-16
3470 3.364651e+00 1 1.128301e-05 1.257877e-11 8.701468e-16
3480 3.373777e+00 1 1.130216e-05 1.239019e-11 8.700359e-16
3490 3.382900e+00 1 1.132113e-05 1.220482e-11 8.699327e-16
3500 3.392018e+00 1 1.133992e-05 1.202260e-11 8.698372e-16
3510 3.401134e+00 1 1.135852e-05 1.184347e-11 8.697492e-16
