step time inner_iter continuity_l2 mom_u_l2 mom_v_l2
2410 4.350345e+00 1 3.263231e-05 3.114290e-12 3.039471e-15
2420 4.366841e+00 1 3.280578e-05 3.108885e-12 3.037934e-15
2430 4.383328e+00 1 3.297724e-05 2.972562e-12 3.027053e-15
2440 4.399805e+00 1 3.314674e-05 2.963788e-12 3.025597e-15
2450 4.416272e+00 1 3.331443e-05 2.955135e-12 3.024187e-15
2460 4.432731e+00 1 3.348031e-05 2.946603e-12 3.022821e-15
2470 4.449180e+00 1 3.364437e-05 2.938193e-12 3.021500e-15
2480 4.465619e+00 1 3.380661e-05 2.929906e-12 3.020221e-15
2490 4.482050e+00 1 3.396700e-05 2.921741e-12 3.018985e-15
2500 4.498471e+00 1 3.412554e-05 2.913700e-12 3.017790e-15
2510 4.514882e+00 1 3.428223e-05 2.905783e-12 3.016636e-15
2520 4.531285e+00 1 3.443708e-05 2.897990e-12 3.015522e-15
2530 4.547678e+00 1 3.459009e-05 2.890323e-12 3.014447e-15
2540 4.564062e+00 1 3.474127e-05 2.882780e-12 3.013412e-15
2550 4.580437e+00 1 3.489063e-05 2.875362e-12 3.012414e-15
2560 4.596803e+00 1 3.503818e-05 2.868070e-12 3.011454e-15
2570 4.613160e+00 1 3.518395e-05 2.860904e-12 3.010531e-15
2580 4.629507e+00 1 3.532794e-05 2.853863e-12 3.009644e-15
2590 4.645845e+00 1 3.547017e-05 2.846947e-12 3.008793e-15
2600 4.662175e+00 1 3.561066e-05 2.840158e-12 3.007977e-15
2610 4.678495e+00 1 3.574944e-05 2.833493e-12 3.007195e-15
2620 4.694806e+00 1 3.588651e-05 2.826954e-12 3.006447e-15
2630 4.711108e+00 1 3.602190e-05 2.820540e-12 3.005733e-15
2640 4.727401e+00 1 3.615563e-05 2.814251e-12 3.005052e-15
2650 4.743685e+00 1 3.628771e-05 2.808087e-12 3.004403e-15
2660 4.759961e+00 1 3.641818e-05 2.802047e-12 3.003786e-15
2670 4.776227e+00 1 3.654705e-05 2.796130e-12 3.003201e-15
2680 4.792484e+00 1 3.667434e-05 2.790337e-12 3.002647e-15
2690 4.808732e+00 1 3.680007e-05 2.784667e-12 3.002123e-15
2700 4.824972e+00 1 3.692427e-05 2.779120e-12 3.001629e-15
2710 4.841202e+00 1 3.704696e-05 2.773694e-12 3.001165e-15
2720 4.857424e+00 1 3.716815e-05 2.768389e-12 3.000730e-15
2730 4.873637e+00 1 3.728787e-05 2.763206e-12 3.000324e-15
2740 4.889841e+00 1 3.740614e-05 2.758142e-12 2.999947e-15
2750 4.906036e+00 1 3.752299e-05 2.753198e-12 2.999597e-15
2760 4.922223e+00 1 3.763842e-05 2.748372e-12 2.999275e-15
2770 4.938400e+00 1 3.775247e-05 2.743664e-12 2.998981e-15
2780 4.954569e+00 1 3.786515e-05 2.739074e-12 2.998713e-15
2790 4.970730e+00 1 3.797649e-05 2.734600e-12 2.998472e-15
2800 4.986881e+00 1 3.808650e-05 2.730241e-12 2.998257e-15
2810 5.003024e+00 1 3.819521e-05 2.725997e-12 2.998069e-15
2820 5.019158e+00 1 3.830263e-05 2.721867e-12 2.997905e-15
2830 5.035284e+00 1 3.840879e-05 2.717850e-12 2.997767e-15
2840 5.051401e+00 1 3.851370e-05 2.713945e-12 2.997655e-15
2850 5.067509e+00 1 3.861739e-05 2.710151e-12 2.997566e-15
2860 5.083609e+00 1 3.871987e-05 2.706467e-12 2.997502e-15
2870 5.099700e+00 1 3.882116e-05 2.702893e-12 2.997462e-15
2880 5.115783e+00 1 3.892128e-05 2.699427e-12 2.997447e-15
2890 5.131857e+00 1 3.902025e-05 2.696069e-12 2.997454e-15
2900 5.147923e+00 1 3.911809e-05 2.692817e-12 2.997485e-15
2910 5.163981e+00 1 3.921481e-05 2.689670e-12 2.997539e-15
2920 5.180029e+00 1 3.931043e-05 2.686628e-12 2.997615e-15
2930 5.196070e+00 1 3.940498e-05 2.683689e-12 2.997715e-15
2940 5.212102e+00 1 3.949845e-05 2.680853e-12 2.997836e-15
2950 5.228125e+00 1 3.959088e-05 2.678118e-12 2.997980e-15
2960 5.244141e+00 1 3.968227e-05 2.675483e-12 2.998145e-15
2970 5.260148e+00 1 3.977265e-05 2.672948e-12 2.998332e-15
2980 5.276146e+00 1 3.986203e-05 2.670512e-12 2.998541e-15
2990 5.292137e+00 1 3.995042e-05 2.668172e-12 2.998770e-15
3000 5.308119e+00 1 4.003784e-05 2.665929e-12 2.999021e-15
3010 5.324092e+00 1 4.012431e-05 2.663782e-12 2.999292e-15
3020 5.340058e+00 1 4.020983e-05 2.661728e-12 2.999584e-15
3030 5.356015e+00 1 4.029443e-05 2.659768e-12 2.999897e-15
3040 5.371964e+00 1 4.037811e-05 2.657900e-12 3.000230e-15
3050 5.387905e+00 1 4.046089e-05 2.656123e-12 3.000582e-15
3060 5.403838e+00 1 4.054279e-05 2.654436e-12 3.000955e-15
3070 5.419762e+00 1 4.062381e-05 2.652839e-12 3.001347e-15
3080 5.435679e+00 1 4.070396e-05 2.651330e-12 3.001759e-15
3090 5.451587e+00 1 4.078327e-05 2.649908e-12 3.002191e-15
3100 5.467488e+00 1 4.086175e-05 2.648572e-12 3.002641e-15
3110 5.483380e+00 1 4.093939e-05 2.647321e-12 3.003111e-15
3120 5.499264e+00 1 4.101623e-05 2.646154e-12 3.003599e-15
