step time f_darcy f_darcy_dpdx tau_avg u_bulk reynolds
1920 8.672652e-05 2.568718e-02 4.047542e-02 3.173182e-03 9.941097e-01 1.325480e+04
1930 8.673055e-05 2.597204e-02 4.130063e-02 3.144266e-03 9.841281e-01 1.312171e+04
1940 8.673460e-05 2.625988e-02 4.214258e-02 3.115600e-03 9.742478e-01 1.298997e+04
1950 8.673866e-05 2.655075e-02 4.300161e-02 3.087181e-03 9.644676e-01 1.285957e+04
1960 8.674273e-05 2.684468e-02 4.387806e-02 3.059009e-03 9.547865e-01 1.273049e+04
1970 8.674682e-05 2.714169e-02 4.477228e-02 3.031082e-03 9.452036e-01 1.260272e+04
1980 8.675093e-05 2.744183e-02 4.568463e-02 3.003398e-03 9.357179e-01 1.247624e+04
1990 8.675505e-05 2.774512e-02 4.661547e-02 2.975956e-03 9.263283e-01 1.235104e+04
2000 8.675919e-05 2.805159e-02 4.756518e-02 2.948753e-03 9.170339e-01 1.222712e+04
2010 8.676334e-05 2.836129e-02 4.853414e-02 2.921788e-03 9.078338e-01 1.210445e+04
2020 8.676751e-05 2.867424e-02 4.952272e-02 2.895059e-03 8.987269e-01 1.198303e+04
2030 8.677169e-05 2.899048e-02 5.053134e-02 2.868565e-03 8.897123e-01 1.186283e+04
2040 8.677589e-05 2.931005e-02 5.156038e-02 2.842303e-03 8.807891e-01 1.174385e+04
2050 8.678011e-05 2.963297e-02 5.261027e-02 2.816273e-03 8.719563e-01 1.162608e+04
2060 8.678434e-05 2.995929e-02 5.368141e-02 2.790472e-03 8.632131e-01 1.150951e+04
2070 8.678858e-05 3.028904e-02 5.477425e-02 2.764898e-03 8.545585e-01 1.139411e+04
2080 8.679285e-05 3.062226e-02 5.588920e-02 2.739550e-03 8.459916e-01 1.127989e+04
2090 8.679713e-05 3.095897e-02 5.702673e-02 2.714426e-03 8.375115e-01 1.116682e+04
2100 8.680142e-05 3.129923e-02 5.818728e-02 2.689525e-03 8.291173e-01 1.105490e+04
2110 8.680573e-05 3.164305e-02 5.937132e-02 2.664844e-03 8.208081e-01 1.094411e+04
2120 8.681006e-05 3.199049e-02 6.057931e-02 2.640381e-03 8.125832e-01 1.083444e+04
2130 8.681441e-05 3.234158e-02 6.181175e-02 2.616136e-03 8.044415e-01 1.072589e+04
2140 8.681877e-05 3.269636e-02 6.306911e-02 2.592106e-03 7.963824e-01 1.061843e+04
2150 8.682314e-05 3.305486e-02 6.435191e-02 2.568289e-03 7.884048e-01 1.051206e+04
2160 8.682754e-05 3.341713e-02 6.566065e-02 2.544684e-03 7.805081e-01 1.040677e+04
2170 8.683195e-05 3.378319e-02 6.699586e-02 2.521289e-03 7.726913e-01 1.030255e+04
2180 8.683638e-05 3.415310e-02 6.835807e-02 2.498103e-03 7.649536e-01 1.019938e+04
2190 8.684083e-05 3.452689e-02 6.974782e-02 2.475123e-03 7.572943e-01 1.009726e+04
2200 8.684529e-05 3.490460e-02 7.116566e-02 2.452348e-03 7.497125e-01 9.996167e+03
2210 8.684977e-05 3.528627e-02 7.261216e-02 2.429777e-03 7.422074e-01 9.896099e+03
2220 8.685427e-05 3.567194e-02 7.408790e-02 2.407407e-03 7.347783e-01 9.797045e+03
2230 8.685878e-05 3.606166e-02 7.559346e-02 2.385237e-03 7.274244e-01 9.698992e+03
2240 8.686331e-05 3.645546e-02 7.712944e-02 2.363265e-03 7.201449e-01 9.601932e+03
2250 8.686786e-05 3.685338e-02 7.869646e-02 2.341489e-03 7.129390e-01 9.505854e+03
2260 8.687243e-05 3.725547e-02 8.029513e-02 2.319908e-03 7.058061e-01 9.410747e+03
2270 8.687702e-05 3.766177e-02 8.192610e-02 2.298521e-03 6.987452e-01 9.316603e+03
2280 8.688162e-05 3.807233e-02 8.359001e-02 2.277325e-03 6.917558e-01 9.223411e+03
2290 8.688624e-05 3.848718e-02 8.528753e-02 2.256320e-03 6.848370e-01 9.131160e+03
2300 8.689088e-05 3.890638e-02 8.701932e-02 2.235502e-03 6.779882e-01 9.039843e+03
2310 8.689554e-05 3.932995e-02 8.878608e-02 2.214872e-03 6.712087e-01 8.949449e+03
2320 8.690022e-05 3.975796e-02 9.058851e-02 2.194426e-03 6.644976e-01 8.859968e+03
2330 8.690492e-05 4.019044e-02 9.242733e-02 2.174164e-03 6.578544e-01 8.771392e+03
2340 8.690963e-05 4.062744e-02 9.430327e-02 2.154085e-03 6.512783e-01 8.683711e+03
2350 8.691436e-05 4.106901e-02 9.621707e-02 2.134185e-03 6.447687e-01 8.596916e+03
2360 8.691911e-05 4.151519e-02 9.816950e-02 2.114465e-03 6.383248e-01 8.510997e+03
2370 8.692388e-05 4.196603e-02 1.001613e-01 2.094922e-03 6.319460e-01 8.425947e+03
2380 8.692867e-05 4.242157e-02 1.021933e-01 2.075555e-03 6.256316e-01 8.341755e+03
2390 8.693348e-05 4.288187e-02 1.042664e-01 2.056362e-03 6.193810e-01 8.258414e+03
2400 8.693831e-05 4.334698e-02 1.063812e-01 2.037342e-03 6.131936e-01 8.175914e+03
2410 8.694316e-05 4.381693e-02 1.085387e-01 2.018494e-03 6.070685e-01 8.094247e+03
2420 8.694802e-05 4.429178e-02 1.107397e-01 1.999815e-03 6.010054e-01 8.013405e+03
2430 8.695291e-05 4.477159e-02 1.129851e-01 1.981305e-03 5.950034e-01 7.933378e+03
2440 8.695781e-05 4.525639e-02 1.152758e-01 1.962962e-03 5.890619e-01 7.854159e+03
2450 8.696274e-05 4.574625e-02 1.176127e-01 1.944784e-03 5.831805e-01 7.775740e+03
2460 8.696768e-05 4.624120e-02 1.199966e-01 1.926771e-03 5.773583e-01 7.698111e+03
2470 8.697265e-05 4.674131e-02 1.224287e-01 1.908920e-03 5.715950e-01 7.621266e+03
